word,pos,sentence
division,noun,The team plays in one of the lower divisions.
division,noun,Disagreements about defence cuts have opened up deep divisions within the military.
division,noun,The division of responsibilities among the officers of the company was spelled out in detail.
division,noun,An army division is commanded by a major general.
division,noun,The year-on-year profit figure for the division fell by 36%.
division,noun,The board will oversee the fair division of the assets.
division,noun,The ratio is obtained by the division of current assets by current liabilities.
divorced,adjective,She's divorced.
divorced,adjective,Sometimes politicians seem to be divorced from reality.
do,auxiliary verb,Where do you work?
do,auxiliary verb,"You met him at our party, didn't you?"
do,auxiliary verb,"So Susannah and May finally got married, did they?"
do,auxiliary verb,She runs much faster than he does.
do,auxiliary verb,"""Can I buy stamps here?"" ""Well, we do sell them, but we don't have any at the moment."""
do,verb,That was a really stupid thing to do.
do,verb,It's a global problem - what can individuals do about it?
do,verb,"As a company, we like to do well by our employees."
do,verb,"Stop arguing with me, Daryl, and do as you're told!"
do,verb,"""Why did you want to talk to me?"" ""Well, it's to do with a complaint that's been made about your work."""
do,verb,Lucia is going to do the publicity for the school play.
do,verb,Diane did anthropology at university.
do,verb,to do a puzzle
do,verb,I can't go out tonight - I've got to do my history paper.
do,verb,Have you done with those scissors yet?
do,verb,I cooked the dinner so you can do (= wash) the dishes.
do,verb,You've done those flowers beautifully.
do,verb,"It's an old car and it's done over 80,000 miles."
do,verb,We did the journey to Boston in five hours.
do,verb,Will this room do or would you prefer one with a shower?
do,verb,They are doing a special offer - three for the price of two.
do,verb,Who's doing the food for your party?
do,verb,How is Mary doing in her new job/school?
do,verb,The children are doing a play at the end of term.
do,verb,We didn't get to do Nice when we were in France.
do,verb,Our house was done while we were away.
do,verb,$50 for that old bike! You've been done!
do,verb,He did three years for his part in the robbery.
do,verb,"If you mess with me again, I'll do you good and proper."
do,verb,How long have you been doing heroin?
do,verb,This town is so boring in the evening - there's never anything doing.
do,noun,There are no special privileges for the managers - we believe in fair dos all round (= equal treatment for everyone) in this company.
do,noun,Colin's having a bit of a do for his 50th birthday.
do,noun,"Would you sing me a do, please?"
do,noun,A D.O. is trained to look beyond your symptoms to understand how lifestyle and environmental factors impact your well-being. 
do,auxiliary verb,Where do you work?
do,auxiliary verb,Do be careful.
do,auxiliary verb,"""I don’t like either candidate."" ""Neither do I."""
do,auxiliary verb,"You met him at a conference, didn’t you?"
do,verb,Inviting the whole family was a really nice thing to do.
do,verb,"""What do you do?"" ""I teach high school math."""
do,verb,How are you folks doing today?
do,verb,What’s doing at the office?
do,verb,Who does your hair?
do,verb,We were only doing 70 miles per hour.
do,verb,"""Will this room do?"" ""Yes, it’ll be fine."""
doctor,noun,The doctor prescribed some medication.
doctor,noun,He went to the doctor's this morning for a check-up.
doctor,verb,He was found to have provided the court with doctored evidence.
doctor,verb,Bottles of lemonade doctored with rat poison were discovered in the kitchen.
doctor,verb,The ball was moving about so much that many people thought it had been doctored.
doctor,noun,This health plan lets you choose your own doctor.
doctor,verb,He claimed the photo had been doctored.
doctor,noun,Tell your line manager if you need time off to go and see a doctor.
doctor,verb,They doctored the company's balance sheet to make it look more profitable.
document,noun,A power of attorney is an official document that allows one person to act on another's behalf.
document,noun,I'll send you the document by email.
document,verb,His interest in cars has been well-documented (= recorded and written about) by the media.
document,noun,Do you have all your documents in order to apply for a passport?
document,verb,The study documents various aspects of Indian life in this period.
document,noun,"a one-/five-/twenty-, etc. page document"
document,noun,Remember to save your documents at regular intervals when making changes.
document,verb,Companies must document the controls their financial departments use to deter fraud.
documentary,noun,The documentary took a fresh look at the life of Darwin.
documentary,adjective,Human rights campaigners have discovered documentary evidence of torture.
documentary,adjective,Most of her movies have a documentary style.
documentary,noun,a documentary on animal communication
documentary,adjective,documentary evidence
dog,noun,my pet dog
dog,noun,"He tried to steal my money, the dirty dog."
dog,verb,Reporters dogged him for answers.
dog,verb,Technical problems dogged our trip from the outset.
dog,noun,You won $1000? You lucky dog!
dog,verb,The scandal seems likely to dog him for months to come.
dog,noun,It is dog eat dog on Las Vegas's world-famous Strip as huge casino complexes compete for attention.
dog,noun,"The company, which makes high-tech equipment, could not have grown as fast as it has without eating lots of its own dog food."
dog,noun,The economy seems to be going to the dogs.
dollar,noun,Can I borrow $10?
dollar,noun,"In the financial markets today, the dollar rose against (= was worth more than it had been when compared to) the pound."
dollar,noun,Could you lend me ten dollars?
dollar,noun,Beverage Marketing Corp estimated that the typical half-liter container of bottled water sells for about a dollar.
dollar,noun,In late New York trading the dollar rose to 112.10 yen.
dollar,noun,Analysts predict there will not be enough advertising dollars for every online company.
dollar,noun,dollar bill.
dollar,adjective,"As growth and profits slow, dollar assets will look less attractive to international investors."
domestic,adjective,domestic airlines/flights
domestic,adjective,domestic chores/duties/arrangements
domestic,noun,"Police officers should never dismiss a violent incident as ""a domestic""."
domestic,adjective,I’ve never been fond of domestic chores like cooking and cleaning.
domestic,adjective,The president’s domestic policy has been more successful than his foreign policy.
domestic,adjective,Domestic retailers are facing relentless pressure from imports.
domestic,adjective,Our service is aimed at domestic users.
domestic,adjective,"The company continues to search for expansion opportunities, both domestically and overseas."
dominate,verb,He refuses to let others speak and dominates every meeting.
dominate,verb,The cathedral dominates the landscape for miles around.
dominate,verb,It was the story that dominated the headlines this week.
dominate,verb,This is an industry where a few global manufacturers and their brands dominate.
dominate,verb,The dispute is likely to dominate the meeting.
dominate,verb,the growing domination of electronic media in our lives
donate,verb,An anonymous businesswoman donated one million pounds to the charity.
donate,verb,The appeal for people to donate blood was very successful.
donate,verb,Over $12 million was donated to the building fund.
donate,verb,Donations of food and clothing are gratefully accepted.
donate,verb,The bank donates 25 cents for every $100 spent using the card.
door,noun,the front door
door,noun,Have you seen those guys on the door?
door,noun,Sam only lives a few doors from us.
door,noun,It was the first time in my life that had slept out of doors.
door,noun,the front/back door
door,noun,Sam lives just a few doors away/up/down from us.
double,adjective,I ordered a double espresso (= two standard amounts in one cup).
double,adjective,a double primrose
double,noun,"Hey, Tony, I met someone at a party last week who was your double."
double,noun,men's/women's/mixed doubles
double,noun,Which was the first team to do the double in English football?
double,verb,The government aims to double the number of students in higher education within 25 years.
double,noun,I paid double (= twice as much) for those trousers last week.
double,adverb,Fold the blanket double (= so that it is in two layers) and then you won't be cold.
double,adverb,"I started seeing double, then I fainted."
double,adjective,The cost of going to the movies is almost double what it was a few years ago.
double,noun,She is a double for Mary Tyler Moore.
double,verb,Company profits have doubled in the last year.
double,verb,The kitchen table doubles as my desk.
double,verb,Some share prices can double in 12 months.
double,verb,"She is unlikely to accept, even though the offer would double her salary."
double,noun,He offered to pay them double to get the job done on time.
double,adjective,Taxis in the conference area were said to be charging double rates.
double,adjective,He warned that inflation could soon reach double digits.
doubt,noun,I'm having doubts about his ability to do the job.
doubt,noun,"We will, no doubt, discuss these issues again at the next meeting."
doubt,noun,Witnesses have cast doubt on the accused's innocence.
doubt,noun,The future of the stadium is in doubt because of a lack of money.
doubt,noun,She is without (a) doubt the best student I have ever taught.
doubt,verb,I doubt whether I can finish the work on time.
doubt,verb,"He's never lied to me before, so I have no reason to doubt his word."
doubt,noun,"If you have any doubt about her ability, don’t hire her."
doubt,verb,"He may come back tomorrow with the money, but I doubt it."
down,adverb,Is this lift going down?
down,adverb,"Just as I was sitting down to watch TV, the phone rang."
down,adverb,I put the loose floorboard back and nailed it down.
down,adverb,The rate of inflation is finally going down.
down,adverb,The house burned down many years ago.
down,adverb,I'll write it down now so I won't forget.
down,adverb,I'll meet you down at the gym after work.
down,adverb,It's much warmer down (in the) south.
down,adverb,The necklace has been passed/handed down through seven generations.
down,adverb,You'll feel better once you've got some hot soup down you.
down,adverb,"I gave him $1,000 down, and paid the rest in instalments."
down,preposition,I slid down the hill.
down,preposition,We drove down the highway as far as Atlanta.
down,preposition,I went down the pub with my mates.
down,verb,We downed three enemy planes with our missiles.
down,verb,He'd downed four beers before I'd finished one.
down,verb,The Yankees downed the Red Sox 7–0.
down,adjective,She's been really down since her husband left.
down,adjective,The network will be down for an hour for routine maintenance.
down,adjective,The referee ruled that the running back was down at the 44-yard line. 
down,noun,goose/duck down
down,noun,They needed to gain three more yards to get a first down. 
down,noun,Why do you have a down on him? I think he seems really nice.
down,prefix,downhill
down,noun,"Tommy visited Peter in Newry, County Down, just a few weeks ago."
down,preposition,There’s a bathroom down the stairs and to the right.
down,preposition,We’re going to have to cut down this tree.
down,preposition,Workers in the convention center taped down the edges of the carpets.
down,adjective,"Unemployment went down last month, dropping to under 6%."
down,adjective,The fire burned down.
down,adjective,"Michigan, down (by) (= losing by) ten points at the half, came back to win the football game."
down,adverb,I’ll meet you down at the health club after work.
down,adverb,"He agreed to the deal, but until we get it down on paper, we don’t have a legal contract."
down,adverb,She paid $100 down and the rest in installments.
down,preposition,Her office is down the hall on the right.
down,adjective,"I’m feeling a little down, I guess because most people have gone home for the holidays and I’m still here."
down,adjective,The network will be down until noon today.
down,verb,She quickly downed her tea and left to catch the bus.
down,adverb,The stock market is down for the fifth week in a row.
down,adverb,write/note/jot sth down
down,adverb,We paid 10% down on the house and took out a mortgage for the rest.
down,adverb,The deal left him almost $500 down.
down,adjective,The network will be down for an hour for routine maintenance.
down,verb,The printers are threatening to down tools if the pay offer is not increased to 8%.
download,noun,a free download
download,noun,All of our products are available for download on our website.
download,verb,download a copy/file/document
download,noun,The upgrade will be available as a free download for registered customers.
download,noun,All of our products will be available for download on our website.
downstairs,adverb,I went downstairs to answer the phone.
downstairs,adjective,a downstairs bathroom
downstairs,noun,"We finished painting upstairs yesterday, but the downstairs still needs some work."
downstairs,noun,"We finished painting upstairs yesterday, but the downstairs still needs some work."
downstairs,adjective,a downstairs bathroom
downwards,adverb,The road slopes gently downwards for a mile or two.
dozen,noun,a dozen eggs
dozen,noun,a dozen eggs
dozen,noun,Most people know only a few big-name insurers but there are about two dozen.
dozen,noun,She coordinates the work of dozens of employees.
dozen,noun,The table shows average basic salaries in the top dozen countries.
draft,noun,This is only a rough draft - the finished article will have pictures too.
draft,noun,He avoided the draft because of a foot injury.
draft,noun,the NBA draft
draft,noun,"Payment can be made in cash, by bank draft, or by bank transfer."
draft,noun,He used the draft from the Honda to go to the inside and pass at turn one. 
draft,noun,Is the lager on draft or is it bottled?
draft,adjective,draft beer/lager/cider
draft,adjective,a draft horse
draft,verb,Draft a proposal for the project and we can discuss it at the meeting.
draft,verb,They hired an architect to draft the plans for their new home.
draft,verb,He was drafted into the army at 18.
draft,adjective,a draft plan/bill/proposal
draft,adjective,draft beer/lager/cider
draft,adjective,a draft horse
draft,noun,The architects gave us their first draft of the design.
draft,noun,She felt a cold draft every time the door was opened.
draft,noun,a bank draft
draft,verb,She drafted a letter to her lawyer.
draft,verb,The Cleveland Cavaliers drafted him in the first round.
draft,noun,a rough/early/preliminary draft
draft,noun,"When products are imported, they have to be paid for, often with a draft on the buyer's bank."
draft,verb,draft a proposal/plan/report
draft,adjective,a draft plan/bill/proposal
drag,verb,Pick the chair up instead of dragging it behind you!
drag,verb,She had to drag her kids away from the toys.
drag,verb,She's always dragging sex into the conversation.
drag,verb,They found the man's body after dragging the canal.
drag,verb,Drag and drop files as required.
drag,verb,He dragged a bunt towards first base.
drag,verb,The first half of the movie was interesting but the second half dragged.
drag,noun,Filling in forms is such a drag!
drag,noun,Engineers are always looking for ways to minimize drag when they design new aircraft.
drag,noun,Taking a deep drag on his cigarette he closed his eyes and sighed.
drag,noun,So much of drag is about putting on a character.
drag,noun,a man in drag
drag,collocation,I really had to drag myself out of bed this morning.
drag,collocation,People admired the way he'd dragged himself out of the gutter and into a glittering new life.
drag,verb,"If the box is too heavy to lift, just drag it over here."
drag,verb,"I hate to drag you away from the party, but we really have to go."
drag,verb,They should make a decision now instead of dragging out the discussion.
drag,verb,The play dragged in the second act.
drag,noun,Keeping a large staff is a drag on our income.
drag,noun,Waiting in a doctor’s office is such a drag!
drag,verb,Sales have been dragging this month.
drag,verb,The planned one-hour session dragged into its third hour.
drag,verb,Select the text you want to move and drag it where you want it to be.
drag,verb,"The software allows you to drag and drop elements for the page - images, text, etc. - anywhere you want."
drag,noun,Ailing drug shares were another drag on the market.
drama,noun,She stars in a new 12-part drama about a woman recently released from prison.
drama,noun,The interview was later turned into a West End drama.
drama,noun,She studied English and drama at college.
drama,noun,We had a little drama last night when the oil in the pan caught fire.
drama,noun,"As a lawyer, he enjoyed the drama of the courtroom."
drama,noun,She’s been in several television dramas.
drama,noun,Watching on television was not the same as experiencing the drama of the event in person.
dramatic,adjective,a dramatic change/improvement
dramatic,adjective,"""I'll never find another job!"" ""Don't be so dramatic! Of course you will!"""
dramatic,adjective,She bought me the complete dramatic works (= texts to be performed) of Brecht for my birthday.
dramatic,adjective,He’s as good in comedies as he is in dramatic roles.
dramatic,adjective,"In a dramatic rescue, 10 crewmen were lifted to a helicopter just minutes before their ship sank."
dramatic,adjective,There has been a dramatic reduction in crime in New York City.
draw,verb,Jonathan can draw very well.
draw,verb,He's an excellent speaker who always draws a crowd.
draw,verb,Her eyes were immediately drawn to the tall blond man standing at the bar.
draw,verb,You can't really draw a comparison between the two cases - they're completely different.
draw,verb,"I'd seen them together so often, I drew the logical conclusion that they were husband and wife."
draw,verb,She arrived on the platform just as the train was drawing in.
draw,verb,"As Christmas draws nearer, the big stores start to get unbearably crowded."
draw,verb,"As the evening drew to a close, people started reaching for their coats."
draw,verb,Her speech last night in the Senate drew an angry response.
draw,verb,She drew her coat tightly around her shoulders.
draw,verb,"Could you draw the curtains, please?"
draw,verb,"I was dealt two aces, and I drew a third."
draw,verb,Suddenly he drew a knife and held it to my throat.
draw,verb,He bit me so hard that it drew blood.
draw,verb,She drew comfort from the fact that he died peacefully.
draw,verb,She drew a deep breath and plunged into the water.
draw,verb,Coventry drew 1–1 with United in the semifinal.
draw,verb,I drew some money out of my account to pay for our trip.
draw,verb,He's been drawing a pension for ten years.
draw,noun,We need someone at the event who'll be a big draw and attract the paying public.
draw,noun,The result was a draw.
draw,noun,Tickets for the draw clearly stated that under-18s were not eligible.
draw,noun,The draw for the first round will take place on Monday night.
draw,noun,"After a long pause and a draw on her cigarette, she answered."
draw,noun,Her father bought her a gun and holster and taught her a fast draw. 
draw,verb,The child drew a picture of a dog.
draw,verb,"As we drew near, a dog started to bark."
draw,verb,The Grand Canyon draws millions of tourists each year.
draw,verb,She drew the blinds and sat down to read.
draw,verb,He sharply drew in his breath.
draw,verb,It was my turn to draw a card.
draw,verb,We can draw some conclusions about the causes of this disease.
draw,verb,The criticism drew an angry response from the mayor.
draw,noun,Every team needs a superstar who will be a big draw.
draw,noun,"The hockey game ended in a draw, 2 to 2."
draw,verb,Customers will be charged each time they draw cash from the cash dispensers.
draw,verb,The chief executive drew £1million last year in salary and bonuses.
draw,verb,Consumers nowadays routinely pay for goods not with cash or cheques drawn on their bank accounts but with credit cards.
draw,verb,Bills of exchange are drawn on buyers and accepted when the seller hands over the bill of lading covering the goods.
draw,noun,"With an ice rink and indoor turf field, the complex has been popular and a draw for out-of-town visitors."
draw,noun,Oil prices continued to rise yesterday amid fears that figures from America will show another big draw on stocks.
draw,noun,The training program is a draw on all our resources.
drawing,noun,Rosie loves drawing.
drawing,noun,a beautiful drawing of flowers
dream,noun,a good/bad dream
dream,noun,Her dream is to play for England.
dream,noun,Winning all that money was a dream come true.
dream,noun,"With gorgeous colours and sumptuously soft velvet, this really is the sofa of dreams."
dream,noun,Win the house of your dreams in our fantastic competition!
dream,adjective,It had always been their intention to build their dream house.
dream,verb,What did you dream about last night?
dream,verb,Did you say that you were going tonight or did I dream it?
dream,verb,I dream of living on a tropical island.
dream,verb,"""Watch. All I have to do is wink at her, and she'll come over here."" ""Dream on, Dave!"""
dream,noun,"In the dream I had last night, someone was chasing me, but I didn’t know who it was."
dream,noun,It was his dream to be a dancer.
dream,noun,"If there were one more bedroom, it would be my dream house."
dream,verb,What did you dream about last night?
dream,verb,"Ever since that defeat, he had dreamed of revenge."
dress,noun,a long/short dress
dress,noun,"The king, in full ceremonial dress, presided over the ceremony."
dress,verb,He left very early and had to dress in the dark.
dress,verb,I have to dress in a suit and tie for work.
dress,verb,It's the type of hotel where you're expected to dress for dinner.
dress,verb,a dressed salad
dress,verb,a whole dressed crab
dress,verb,Clean and dress the wound immediately.
dress,verb,They're dressing the store's windows for Christmas.
dress,adjective,a white dress shirt and bow tie
dress,noun,Cindy wore a black dress to the party.
dress,noun,military dress
dress,verb,She dresses the kids for school every day.
dress,verb,He always dresses neatly.
dress,verb,A doctor in the emergency room dressed the wound.
dress,noun,business/casual/formal dress
dressed,adjective,I usually get dressed before I eat breakfast.
dressed,adjective,a well-dressed/casually dressed man
dressed,adjective,I’m getting dressed – I’ll be ready in a minute.
drink,noun,Would you like a drink of water/tea/juice?
drink,noun,Do we have time for a quick drink?
drink,noun,Come over for drinks on Saturday.
drink,verb,He drank three glasses of water.
drink,verb,"""Would you like a glass of wine?"" ""No thanks, I don't drink."""
drink,verb,She drinks a glass of orange juice every morning.
drink,verb,He used to drink heavily.
drink,noun,May I have a drink of water?
drink,noun,Who's buying the drinks?
drive,verb,I'm learning to drive.
drive,verb,They used dogs to drive the sheep into a pen.
drive,verb,"In the course of history, love has driven men and women to strange extremes."
drive,verb,My mother-in-law has been staying with us this past week and she's driving me crazy.
drive,verb,"When he runs his fingers through my hair, it drives me wild!"
drive,verb,The engine drives the wheels.
drive,verb,Slater drove the ball down the fairway.
drive,verb,"Kate drove to the basket, shot and rimmed it. "
drive,verb,He whacked four hits and drove in six runs.
drive,noun,It's a long drive from Auckland to Wellington.
drive,noun,a car with left-hand drive (= in which the driver sits in the seat on the left)
drive,noun,12 Maple Drive
drive,noun,I parked in the drive.
drive,noun,Skyrocketing gas prices have sparked a drive to reduce the country's reliance on fossil fuels. 
drive,noun,The school will hold a fundraising drive to pay for the project.
drive,noun,a hard drive
drive,noun,We are looking for someone with drive and ambition.
drive,noun,Her drive off the tee strayed too far left.
drive,noun,Gibson was fouled on a second-quarter drive to the basket.
drive,verb,We drove 40 miles to visit my aunt.
drive,verb,He drove a nail into the wall.
drive,verb,The water pump is driven by a windmill.
drive,noun,We have a 200-mile drive ahead of us.
drive,noun,Riverside Drive
drive,noun,The university sponsored a blood drive (= effort to collect blood) for the Red Cross.
drive,noun,Intelligence isn’t enough – you’ve got to have the drive to succeed.
drive,verb,The country needs to shift from export-led growth to growth driven by domestic demand.
drive,verb,The firm said it would drive sales by switching into larger premises while closing smaller stores.
drive,verb,Analysts say these policies will drive the economy into recession.
drive,verb,"With employers fighting among themselves for staff, IT workers are in the driving seat."
drive,verb,The unions are driving a hard bargain on pay.
drive,noun,The supermarket continues in its relentless drive for expansion.
drive,noun,a CD-ROM/DVD drive
drive,noun,We're looking for someone with drive and ambition to fill this important post.
driver,noun,a bus/lorry/truck/taxi driver
driver,noun,a bus driver
driver,noun,You may get nothing in an accident if the other driver is uninsured.
driver,noun,a printer driver
driver,noun,Momentum-based investing is the most prominent of the new market drivers.
driving,noun,a driving lesson/school
driving,adjective,Driving ambition is what most great leaders have in common.
driving,adjective,It was straightforward rock built on power chords and driving rhythms.
driving,adjective,Driving snow brought more problems on the roads last night.
driving,adjective,They arrived in a driving rainstorm.
driving,adjective,He was the driving force behind the new ballet company.
drop,verb,She dropped her keys.
drop,verb,He dropped dead on the squash court at the age of 43.
drop,verb,Just drop me a line when you decide on a date.
drop,verb,She dropped a hint that she'd like to come to the party.
drop,verb,The ship managed to drop anchor in a sheltered cove while divers inspected the damage.
drop,verb,He drops his aitches and it really annoys my parents.
drop,verb,The water level in the flooded region has finally begun to drop.
drop,verb,I'm going to drop yoga and do aerobics instead.
drop,verb,He's been dropped from the team because of injury.
drop,verb,They dropped me off at the main entrance.
drop,verb,"It's an exciting time for her, with the tour starting and the record about to drop."
drop,noun,I thought I felt a drop of rain.
drop,noun,"I'll have a drop more juice, please."
drop,noun,eye/nose/ear drops
drop,noun,fruit/pear drops
drop,noun,There's a drop of two metres from the window to the ground.
drop,noun,The recent drop in magazine subscriptions is causing some concern.
drop,noun,a food drop
drop,verb,She dropped her keys on a table beside the door.
drop,verb,The temperature dropped nearly 50 degrees in 24 hours.
drop,verb,"After winning a pay raise, the union dropped its other demands."
drop,noun,I just felt a drop of rain.
drop,noun,the airplane's sudden drop
drop,noun,a drop in prices
drop,noun,It’s a drop of over 150 feet from the top of the Niagara Falls.
drop,verb,"In November, prices continued to drop while property sale times lengthened."
drop,verb,Many companies will drop prices in order to get your business.
drop,verb,drop a case/lawsuit/charge
drop,verb,A spokesperson for the airline said that it will drop its flights from Denver to Detroit. 
drop,verb,One medium-sized investment bank is known to have dropped $10 million on a single over-the-counter derivative trade.
drop,verb,Just drag and drop the images into your presentation.
drop,verb,The staffer responsible for finding the right location had dropped the ball.
drop,noun,Major supermarket chains experienced a drop in sales.
drug,noun,anti-cancer/fertility/pain-killing drugs
drug,noun,illegal drugs
drug,noun,Work is a drug for him.
drug,verb,The killer confessed that he often drugged his victims before he killed them.
drug,noun,over-the-counter/prescription drugs
drug,verb,He couldn’t talk to us because he had been drugged.
drug,noun,an anti-cancer drug
drug,noun,a banned/illegal drug
drum,noun,a bass/snare/kettle drum
drum,noun,an oil drum
drum,verb,She drummed her fingers impatiently on the table.
drum,noun,an oil drum
drum,verb,The rain drummed on the tin roof.
drum,noun,3000 drums of lethal chemicals have been dumped in the sea.
drunk,adjective,He got completely drunk at his sister's wedding.
drunk,adjective,He was charged with disturbing the peace by being drunk and disorderly.
drunk,adjective,He was accused of arrogance and being drunk with power.
dry,adjective,"I hung his wet trousers on the radiator, but they're not dry yet."
dry,adjective,If it's dry tomorrow I'll cut the grass.
dry,adjective,By this time all the wells had run dry.
dry,adjective,a shampoo for dry hair
dry,adjective,All I was offered was a piece of dry bread and an apple!
dry,adjective,a dry wedding
dry,adjective,dry cider/martini/sherry/wine
dry,adjective,a dry sense of humour
dry,noun,You're soaked - come into the dry.
dry,verb,Will this paint dry by tomorrow?
dry,verb,"Could you dry the dishes, Sam?"
dry,adjective,Are the clothes dry yet?
dry,adjective,Do you have a shampoo for dry hair?
dry,adjective,The book is packed with information but it is a little dry.
dry,adjective,a dry wit
dry,verb,I can’t go out until my hair dries.
due,adjective,What time is the next bus due?
due,adjective,You will receive notification of the results in due course.
due,adjective,A lot of her unhappiness is due to boredom.
due,adjective,The rent is due (= should be paid) at the end of the month.
due,adjective,I'm due for a promotion soon.
due,noun,"He failed again, but to give him his due, he did try hard."
due,noun,"Members of the society pay £1,000 in annual dues."
due,adverb,"From here, you go due east until you get to the Interstate."
due,adjective,I’m due a refund for the sweater I returned.
due,adjective,What time is the next train due?
due,adjective,"Due to computer problems, the checks will be late."
due,adjective,Phillips took due note of the key statistics.
due,adverb,They headed due north.
due,adjective,A £110m interest payment to bondholders falls due on March 25.
due,adjective,"After 3 years employment, I'll be due 3 weeks vacation."
due,adjective,"He had been due to become technical director, but the company was taken over."
due,adjective,Applications are due by noon next Wednesday.
during,preposition,They work during the night and sleep by day.
during,preposition,I woke up several times during the night.
during,preposition,They work during the night and sleep by day.
during,preposition,We hope to spend some weekends in the country during the summer.
dust,noun,The furniture was covered in dust and cobwebs.
dust,verb,I was dusting the mantelpiece when I noticed a crack.
dust,verb,Dust the top of the cake with icing sugar.
dust,noun,The furniture was covered with dust.
dust,noun,Piles of dusty books lay on the floor.
dust,verb,I was dusting (her desk) when I noticed the piece of paper.
duty,noun,The duty of the agency is to act in the best interests of the child.
duty,noun,We are duty bound to justify how we spend our funds.
duty,noun,There's a high duty on alcohol.
duty,noun,Every lawyer has a strong sense of duty and responsibility.
duty,noun,His duties included photographing engineering projects such as bridges and airfields.
duty,noun,Daniels volunteered for night duty so he could take classes at the University of Arizona.
duty,noun,He said that duty on a bottle of wine in France is equivalent to 2p compared with £1.16 here.
duty,noun,"He summoned his entire unit to a crisis meeting, even though many were off duty."
duty,noun,During office hours there is always a planning officer on duty who deals with enquiries.
duty,adjective,duty engineer/manager/solicitor
DVD,noun,"I got a DVD of ""Mary Poppins"" for Christmas."
DVD,noun,The film is now available on DVD.
each,pronoun,"When you run, each foot leaves the ground before the other comes down."
each,pronoun,"You actually like modern jazz, do you? Each to their own."
each,pronoun,I laid a bet of £50 each way on Blue Streak.
each,adverb,There are five leaflets – please take one of each.
ear,noun,The hearing in my left ear's not so good.
ear,noun,an ear of corn
ear,noun,an ear of corn
ear,noun,The bank's overdraft rate is 0.94% (11.9% EAR).
early,adjective,If you finish early you can go home.
early,adjective,"I'm very busy, so I won't be with you till four o'clock at the earliest."
early,adjective,I got up early this morning to walk the dog.
early,adjective,Please give me a call back at your earliest convenience on extension one two four seven. 
earn,verb,"I earn $80,000 a year."
earn,verb,It's been a tough six months and I feel I've earned a few weeks off.
earn,verb,"This month’s raise means that I’ll be earning $45,000 a year."
earn,verb,How much do you earn?
earn,verb,His last three films have earned more than $437 million worldwide.
earn,verb,"You can buy and sell these unit trusts when you choose, and you earn dividends."
earn,verb,Apply now to start earning loyalty points
earn,verb,He earns a living as a self-employed consultant.
earth,noun,The earth takes approximately 3651/4 days to go round the sun.
earth,noun,The earth was shaking and people rushed out of their houses in panic. 
earth,noun,The ploughed earth looked rich and dark and fertile.
earth,verb,You could get a nasty shock from that water heater if it isn't earthed properly.
earth,noun,Earth looks incredibly beautiful from space.
earth,noun,The plowed earth looked dark and fertile.
earthquake,noun,In 1906 an earthquake destroyed much of San Francisco.
easily,adverb,"I can easily be home early tonight, if you want."
easily,adverb,"For me, Venice is easily the most beautiful city in Europe."
easily,adverb,Prices could easily rise further.
easily,adverb,Ever since the illness I get tired very easily.
easily,adverb,Ever since his surgery he tires very easily (= more quickly than usual).
east,noun,"The points of the compass are north, south, east, and west."
east,noun,She spent her childhood in the East - mostly in China.
east,noun,The collapse of Communism changed East-West relations for ever.
east,adjective,Cambridge is in East Anglia.
east,adjective,Officials are worried that the east wind will continue to spread wildfires.
east,adverb,"We'll drive east for a few more miles, then turn south."
east,noun,"The points of the compass are north, south, east, and west."
east,noun,"She spent her childhood in the East, mostly in China and Japan."
eastern,adjective,The eastern part of the country is very mountainous.
eastern,adjective,Milwaukee is in the eastern part of Wisconsin.
easy,adjective,an easy exam
easy,adjective,They both retired and went off to lead an easy life in the Bahamas.
easy,adjective,She looked through the test trying to find an easy question.
easy,adjective,"With three children to support, her life has been far from easy."
easy,adjective,Tokyo stocks closed easier on profit-taking.
easy,adjective,You'd think a windfall that large would put Smith on easy street.
eat,verb,Do you eat meat?
eat,verb,He ate a hamburger for lunch.
eat,verb,"Running water had gradually eaten into the rock, forming a channel."
economic,adjective,The country has been in a very poor economic state ever since the decline of its two major industries.
economic,adjective,We had to close our London office - with the rent so high it just wasn't economic.
economic,adjective,economic growth/policies
economic,adjective,The plan also recognized the need to react to the challenging economic conditions facing football clubs around the world.
economic,adjective,We had to close our London office - with the rent so high it just wasn't economic.
economic,adjective,It's often more economic to buy office supplies in bulk.
economy,noun,Technology companies are driving the global economy.
economy,noun,They've had to make economies since Nathan lost his job.
economy,noun,Tourism contributes millions of dollars to the region’s economy.
economy,noun,"For the purpose of economy, you may prefer to use a cheaper cut of meat in this recipe."
economy,noun,"On average, China accounts for almost half of the total export growth of East Asian economies."
economy,noun,Many manufacturing processes have been outsourced to Eastern Europe for reasons of economy.
economy,noun,"Executives at the firm now fly economy, rather than club class."
economy,noun,Going abroad without travel insurance is a false economy if you are ill and need costly medical treatment.
edge,noun,He put pink icing around the edge of the cake.
edge,noun,Careful with that open can - it's got a very sharp edge.
edge,noun,The company is on the edge of collapse.
edge,noun,She had been driven over the edge by the separation from her husband.
edge,noun,"In terms of experience, she definitely had the edge over the other people that we interviewed."
edge,noun,There's a definite edge to/in her voice when she talks to her husband.
edge,noun,Is something wrong? You seem a bit on edge this morning.
edge,noun,There were a couple of early inside edges.
